utc_timestamp,DE_LU_price_day_ahead,Is_price_negative,was_negative_1h_ago,wind_expected,solar_expected,DE_temperature,DE_radiation_direct_horizontal,DE_radiation_diffuse_horizontal,hour,weekday,month,hour_sin,hour_cos,residual_load,is_holiday,is_winter,is_summer,price_lag_1h,price_lag_2h,price_lag_3h,price_lag_12h,price_lag_24h,price_lag_48h,price_lag_72h,price_lag_168h,price_lag_336h,price_roll_mean_6h,price_roll_mean_12h,price_roll_mean_24h,price_roll_std_6h,price_roll_std_24h,price_delta_1h,load_lag_24h,DE_load_forecast_entsoe_transparency
2018-10-15 09:00:00+00:00,52.89,0,0.0,3323.2954,17977.8192,18.976,324.592884325,85.9544156746,9,0,10,0.7071067811865476,-0.7071067811865475,48047.0,0,0,0,62.39,74.72,79.05,27.0,25.76,44.05,61.95,52.06,71.63,68.075,50.695833333333326,41.8025,11.137290065361405,20.032911453514476,-9.5,50708.0,68775.0
2018-10-15 10:00:00+00:00,48.52,0,0.0,2880.8306000000002,19727.5864,21.416,385.186656259,89.2601437407,10,0,10,0.49999999999999994,-0.8660254037844387,44838.0,0,0,0,52.89,62.39,74.72,34.93,20.73,37.4,49.25,51.57,63.15,66.15833333333333,51.82833333333334,42.96041666666667,13.53269731674601,19.559496187867207,-4.369999999999997,50700.0,66853.0
2018-10-15 11:00:00+00:00,49.82,0,0.0,3020.3032,19418.2608,22.7,398.763161502,91.2702384978,11,0,10,0.258819045102521,-0.9659258262890682,44799.0,0,0,0,48.52,52.89,62.39,30.86,20.75,34.1,48.75,49.96,60.24,61.23166666666666,53.40833333333333,44.171666666666674,13.13138136932536,19.01685720541167,1.2999999999999972,48865.0,66631.0
2018-10-15 12:00:00+00:00,51.45,0,0.0,3414.6739999999995,17525.3728,23.339,371.882286931,89.241813069,12,0,10,1.2246467991473532e-16,-1.0,45081.0,0,0,0,49.82,48.52,52.89,29.05,13.92,31.95,47.84,52.07,56.18,56.63166666666666,55.275000000000006,45.73541666666667,10.133053669386427,17.93328578228983,1.6300000000000026,47549.0,65433.0
2018-10-15 13:00:00+00:00,55.26,0,0.0,3640.7158,13739.5968,23.425,293.68080971,87.8600902904,13,0,10,-0.2588190451025208,-0.9659258262890683,47987.0,0,0,0,51.45,49.82,48.52,30.06,19.54,37.42,53.32,52.81,53.0,53.38833333333334,57.375,47.22375,4.999445635934661,17.128945197733557,3.809999999999995,46977.0,64781.0
2018-10-15 14:00:00+00:00,71.86,0,0.0,3491.6243999999997,8176.352800000001,22.932,183.498657894,82.4580421065,14,0,10,-0.4999999999999998,-0.8660254037844388,51953.0,0,0,0,55.26,51.45,49.82,33.0,20.74,50.23,56.95,61.52,53.37,54.966666666666676,60.61333333333334,49.35375,8.604625887664492,16.86891631077713,16.6,47097.0,63052.0
2018-10-15 15:00:00+00:00,80.28,0,0.0,3679.191,2548.4736,20.958,67.0765849217,63.6203150783,15,0,10,-0.7071067811865471,-0.7071067811865479,57537.0,0,0,0,71.86,55.26,51.45,42.0,42.82,60.46,67.32,74.9,60.42,59.531666666666666,63.803333333333335,50.91458333333333,13.278666223181656,17.937284458130407,8.420000000000002,48113.0,63193.0
2018-10-15 16:00:00+00:00,90.0,0,0.0,4838.2564,115.42,18.077,5.32854710013,14.0738528999,16,0,10,-0.8660254037844384,-0.5000000000000004,59602.0,0,0,0,80.28,71.86,55.26,60.02,56.56,64.54,69.94,85.37,69.93,66.44500000000001,66.30166666666666,52.307916666666664,16.74462510777706,19.615176018930484,9.719999999999999,51225.0,63984.0
2018-10-15 17:00:00+00:00,107.32,0,0.0,5992.5124000000005,0.0,16.74,0.0,0.0,17,0,10,-0.9659258262890683,-0.25881904510252063,59379.0,0,0,0,90.0,80.28,71.86,79.38,68.09,55.85,79.08,102.01,75.0,76.02833333333334,68.63,53.942499999999995,21.190779520033313,22.421358654484916,17.319999999999993,53695.0,64789.0
2018-10-15 18:00:00+00:00,75.31,0,0.0,6473.4524,0.0,16.0,0.0,0.0,18,0,10,-1.0,-1.8369701987210297e-16,56145.0,0,0,0,107.32,90.0,80.28,79.05,40.54,40.59,65.0,85.77,65.83,80.00500000000001,68.31833333333334,55.39125000000001,17.588541440380897,22.639968949222105,-32.00999999999999,52030.0,62016.0
2018-10-15 19:00:00+00:00,70.49,0,0.0,5978.084199999999,0.0,15.354,0.0,0.0,19,0,10,-0.9659258262890684,0.2588190451025203,53427.0,0,0,0,75.31,107.32,90.0,74.72,32.9,31.52,53.58,78.1,53.86,82.54333333333334,67.96583333333334,56.9575,14.045250680093336,22.31426629837478,-4.820000000000007,49631.0,58791.0
2018-10-15 20:00:00+00:00,59.05,0,0.0,5492.3348,0.0,14.726,0.0,0.0,20,0,10,-0.8660254037844386,0.5,49519.0,0,0,0,70.49,75.31,107.32,62.39,31.32,24.72,50.0,58.01,46.46,80.40833333333332,67.6875,58.11291666666667,16.714060448217325,21.63669035190132,-11.439999999999998,48040.0,54432.0
2018-10-15 21:00:00+00:00,59.07,0,0.0,4794.9718,0.0,14.138,0.0,0.0,21,0,10,-0.7071067811865477,0.7071067811865474,46580.0,0,0,0,59.05,70.49,75.31,52.89,27.0,20.29,43.88,52.95,42.5,76.87333333333333,68.2025,59.44916666666666,18.852743743727682,20.596976755079297,0.020000000000003126,45347.0,50844.0
